queried_sp_name,sp_name,itis,itis_reason,itis_tsn,gnr_score,gnr_source
Billbergia decora,Billbergia decora,NA,NA,NA,0.988,NCBI
Passiflora vitifolia,Passiflora vitifolia,accepted,NA,504144,0.988,NCBI
Aechmea contracta,Aechmea contracta,NA,NA,NA,0.988,NCBI
Alloplectus savanarum,Alloplectus savanarum,NA,NA,NA,NA,NA
Alloplectus savanarum,Alloplectus savannarum,not accepted,synonym,830536,0.75,Catalogue of Life
Alloplectus savanarum,Nematanthus savannarum,accepted,NA,827139,NA,NA
Ischnosiphon lasiocoleus,Ischnosiphon lasiocoleus,NA,NA,NA,0.988,EOL
Symphonia globulifera,Symphonia globulifera,NA,NA,NA,0.988,NCBI
Ryania pyrifera,Ryania pyrifera,NA,NA,NA,0.988,CU*STAR
Markea coccinea,Markea coccinea,NA,NA,NA,0.988,NCBI
Pslicourea quadrifolia,Pslicourea quadrifolia,NA,NA,NA,NA,NA
Pslicourea quadrifolia,Palicourea quadrifolia,NA,NA,NA,0.75,Catalogue of Life
Psychotria bahiensis,Psychotria bahiensis,NA,NA,NA,0.988,NCBI
Psychotria platypoda,Psychotria platypoda,NA,NA,NA,0.988,NCBI
Tabernamontana macrocalyx,Tabernamontana macrocalyx,NA,NA,NA,NA,NA
Tabernamontana macrocalyx,Tabernaemontana macrocalyx,NA,NA,NA,0.75,Catalogue of Life
Psychotria peppigiana,Psychotria peppigiana,NA,NA,NA,NA,NA
Psychotria peppigiana,Psychotria poeppigiana,NA,NA,NA,0.75,Catalogue of Life
Psittacanthus lasianthus,Psittacanthus lasianthus,NA,NA,NA,0.988,CU*STAR
Aechmea corymbosa,Aechmea corymbosa,NA,NA,NA,0.988,NCBI
Vriesea chrysostachys,Vriesea chrysostachys,NA,NA,NA,0.988,Freebase
Zygia lathetica,Zygia lathetica,NA,NA,NA,0.988,NCBI
Costus scaber,Costus scaber,accepted,NA,897277,0.988,NCBI
Columnea ericae,Columnea ericae,accepted,NA,827182,0.988,NCBI
Isertia rosea,Isertia rosea,NA,NA,NA,0.988,NCBI
Amasonia arborea,Amasonia arborea,NA,NA,NA,0.988,CU*STAR
Calathea zingiberea,Calathea zingiberea,NA,NA,NA,NA,NA
Calathea zingiberea,Calathea zingiberina,NA,NA,NA,0.75,Catalogue of Life
Heliconia tarumaensis,Heliconia tarumaensis,NA,NA,NA,0.988,NCBI
Aechmea rubiginosa,Aechmea rubiginosa,NA,NA,NA,0.988,NCBI
Ferdinandusa sprucei,Ferdinandusa sprucei,NA,NA,NA,0.988,EOL
Gurania rufipila,Gurania rufipila,NA,NA,NA,0.988,uBio NameBank
Justicia cuatrecasii,Justicia cuatrecasii,NA,NA,NA,NA,NA
Justicia cuatrecasii,Justicia cuatrecasasii,NA,NA,NA,0.75,Catalogue of Life
Palicourea subspicata,Palicourea subspicata,NA,NA,NA,0.988,EOL
Eryngium stenophyllum,Eryngium stenophyllum,NA,NA,NA,0.988,Union 4
Hysterionica pinifolia,Hysterionica pinifolia,NA,NA,NA,0.988,EOL
Eupatorium subhastatum,Eupatorium subhastatum,NA,NA,NA,0.988,uBio NameBank
Glandularia dissecta,Glandularia dissecta,NA,NA,NA,0.988,NCBI
Stevia satureiifolia,Stevia satureiifolia,NA,NA,NA,0.988,EOL
Achyrocline satureoides,Achyrocline satureoides,NA,NA,NA,0.988,GBIF Backbone Taxonomy
Baccharis tandilensis,Baccharis tandilensis,NA,NA,NA,0.988,EOL
Senecio selloi,Senecio selloi,NA,NA,NA,0.988,NCBI
Baccharis articulata,Baccharis articulata,NA,NA,NA,0.988,EOL
Baccharis coridifolia,Baccharis coridifolia,NA,NA,NA,0.988,EOL
Eryngium horridum,Eryngium horridum,NA,NA,NA,0.988,NCBI
Eupatorium tenacetifolium,Eupatorium tenacetifolium,NA,NA,NA,NA,NA
Eupatorium tenacetifolium,Eupatorium tanacetifolium,NA,NA,NA,0.75,Catalogue of Life
Vernonia echioides,Vernonia echioides,NA,NA,NA,0.988,NCBI
Solidago chilensis,Solidago chilensis,NA,NA,NA,0.988,EOL
Senecio grisebachii,Senecio grisebachii,NA,NA,NA,0.988,EOL
Gelasine azurea,Gelasine azurea,NA,NA,NA,0.988,uBio NameBank
Hypochaeris rosengurtii,Hypochaeris rosengurtii,NA,NA,NA,NA,NA
Hypochaeris rosengurtii,Hypochaeris rosengurttii,NA,NA,NA,0.75,Catalogue of Life
Senecio bravensis,Senecio bravensis,NA,NA,NA,0.988,uBio NameBank
Habranthus gracilifolius,Habranthus gracilifolius,NA,NA,NA,0.988,NCBI
Lathyrus pubescens,Lathyrus pubescens,accepted,NA,819825,0.988,NCBI
Oxalis articulata,Oxalis articulata,accepted,NA,29064,0.988,Catalogue of Life
Trixis stricta,Trixis stricta,NA,NA,NA,0.988,uBio NameBank
Alophia lahue,Alophia lahue,NA,NA,NA,0.988,uBio NameBank
Blumenbachia insignis,Blumenbachia insignis,NA,NA,NA,0.988,NCBI
Senecio madagascariensis,Senecio madagascariensis,accepted,NA,507500,0.988,NCBI
Sommerfeltia spinulosa,Sommerfeltia spinulosa,NA,NA,NA,0.988,NCBI
Carduus acanthoides,Carduus acanthoides,accepted,NA,35785,0.988,Catalogue of Life
Eryngium nudicaule,Eryngium nudicaule,NA,NA,NA,0.988,NCBI
Eupatorium squarrulosum,Eupatorium squarrulosum,NA,NA,NA,0.988,uBio NameBank
Gomphrena perennis,Gomphrena perennis,NA,NA,NA,0.988,NCBI
Gymnocalycium reductum,Gymnocalycium reductum,accepted,NA,908218,0.988,NCBI
Habranthus andersoni,Habranthus andersoni,NA,NA,NA,NA,NA
Habranthus andersoni,Habranthus andersonii,NA,NA,NA,0.75,Catalogue of Life
Oxalis cordobensis,Oxalis cordobensis,NA,NA,NA,0.988,uBio NameBank
Rodophiala bifidum,Rodophiala bifidum,NA,NA,NA,NA,NA
Senecio arechavaletae,Senecio arechavaletae,NA,NA,NA,0.988,uBio NameBank
Sisyrinchium iridifolium,Sisyrinchium iridifolium,accepted,NA,505246,0.988,NCBI
Verbena intermedia,Verbena intermedia,NA,NA,NA,0.988,NCBI
Wigginsia tephracantha,Wigginsia tephracantha,not accepted,synonym,910897,0.988,uBio NameBank
Wigginsia tephracantha,Parodia erinacea,accepted,NA,907402,0.988,NCBI
Eryngium floribundum,Eryngium floribundum,NA,NA,NA,0.988,NCBI
Gerardia genistifolia,Gerardia genistifolia,NA,NA,NA,0.988,CU*STAR
Hypericum connatum,Hypericum connatum,NA,NA,NA,0.988,NCBI
Oenothera indecora,Oenothera indecora,NA,NA,NA,0.988,NCBI
Eupatorium bupleurifolium,Eupatorium bupleurifolium,NA,NA,NA,0.988,EOL
Eupatorium macrocephalum,Eupatorium macrocephalum,NA,NA,NA,0.988,EOL
Hypochaeris pampasica,Hypochaeris pampasica,NA,NA,NA,0.988,NCBI
Lathyrus nervosus,Lathyrus nervosus,NA,NA,NA,0.988,NCBI
Abutilon terminale,Abutilon terminale,NA,NA,NA,0.988,CU*STAR
Commelina erecta,Commelina erecta,accepted,NA,39132,0.988,NCBI
Cuphea fruticosa,Cuphea fruticosa,NA,NA,NA,0.988,CU*STAR
Discaria longispina,Discaria longispina,NA,NA,NA,0.988,CU*STAR
Lathyrus crassipes,Lathyrus crassipes,NA,NA,NA,0.988,NCBI
Opuntia aff. elata,Opuntia aff. elata,NA,NA,NA,NA,NA
Opuntia aff. elata,Opuntia,accepted,NA,19686,0.75,Catalogue of Life
Oxypetalum solanoides,Oxypetalum solanoides,NA,NA,NA,0.988,NCBI
Passiflora caerulea,Passiflora caerulea,accepted,NA,22245,0.988,NCBI
Pavonia cymbalaria,Pavonia cymbalaria,NA,NA,NA,0.988,uBio NameBank
Petunia axillaris,Petunia axillaris,accepted,NA,30582,0.988,Catalogue of Life
Solanum chacoense,Solanum chacoense,accepted,NA,821429,0.988,NCBI
Spilanthes stolonifera,Spilanthes stolonifera,not accepted,synonym,521889,0.988,CU*STAR
Spilanthes stolonifera,Acmella decumbens,accepted,NA,182431,0.988,NCBI
Turnera pinnatifida,Turnera pinnatifida,NA,NA,NA,0.988,CU*STAR
Canna glauca,Canna glauca,accepted,NA,42412,0.988,NCBI
Colletia paradoxa,Colletia paradoxa,NA,NA,NA,0.988,NCBI
Cynara cardunculus,Cynara cardunculus,accepted,NA,37221,0.988,Catalogue of Life
Foeniculum vulgare,Foeniculum vulgare,accepted,NA,29509,0.988,NCBI
Melilotus officinalis,Melilotus officinalis,accepted,NA,26150,0.988,NCBI
Spartium junceum,Spartium junceum,accepted,NA,26967,0.988,NCBI
Cerastium mollissimum,Cerastium mollissimum,NA,NA,NA,0.988,uBio NameBank
Eupatorium lanigerum,Eupatorium lanigerum,NA,NA,NA,0.988,EOL
Gnaphalium cheirantifolium,Gnaphalium cheirantifolium,NA,NA,NA,NA,NA
Gnaphalium cheirantifolium,Gnaphalium cheiranthifolium,NA,NA,NA,0.75,Catalogue of Life
Scaeva melanostoma,Scaeva melanostoma,NA,NA,NA,0.988,NCBI
Megachile semirufa,Megachile semirufa,valid,NA,762188,0.988,NCBI
Centris cineraria,Centris cineraria,valid,NA,764818,0.988,NCBI
Auca coctei,Auca coctei,NA,NA,NA,0.988,NCBI
Anthidium chilensis,Anthidium chilensis,NA,NA,NA,NA,NA
Anthidium chilensis,Anthidium chilense,valid,NA,755711,0.75,Catalogue of Life
Etcheverrius chilensis,Etcheverrius chilensis,NA,NA,NA,NA,NA
Etcheverrius chilensis,Etcheverrius chiliensis,NA,NA,NA,0.75,Catalogue of Life
Bombus dahlbomii,Bombus dahlbomii,valid,NA,714893,0.988,NCBI
Anthidium funereum,Anthidium funereum,valid,NA,755735,0.988,NCBI
Anthidium gayi,Anthidium gayi,valid,NA,755738,0.988,NCBI
Villa hypoxantha,Villa hypoxantha,NA,NA,NA,0.988,uBio NameBank
Villa verdensis,Villa verdensis,NA,NA,NA,0.988,Index to Organism Names
Anthidium decapsilum,Anthidium decapsilum,NA,NA,NA,NA,NA
Anthidium decapsilum,Anthidium decaspilum,valid,NA,755722,0.75,Catalogue of Life
Cadeguala occidentalis,Cadeguala occidentalis,valid,NA,655818,0.988,NCBI
Centris nigerrima,Centris nigerrima,valid,NA,764878,0.988,NCBI
Xanthocolletes sicheli,Xanthocolletes sicheli,NA,NA,NA,NA,NA
Alloscirtetica rufitarsis,Alloscirtetica rufitarsis,valid,NA,766096,0.988,NCBI
Faunula leucoglene,Faunula leucoglene,NA,NA,NA,0.988,EOL
Lyophlaeba lugubris,Lyophlaeba lugubris,NA,NA,NA,0.988,uBio NameBank
Ruiziella luctuosa,Ruiziella luctuosa,NA,NA,NA,0.988,Index to Organism Names
Truphloechus bellus,Truphloechus bellus,NA,NA,NA,NA,NA
Truphloechus bellus,Triploechus bellus,NA,NA,NA,0.75,Catalogue of Life
Villa semifuscata,Villa semifuscata,NA,NA,NA,0.988,uBio NameBank
Yramea lathonoides,Yramea lathonoides,NA,NA,NA,0.988,NCBI
Alloscirtetica gayi,Alloscirtetica gayi,valid,NA,766080,0.988,NCBI
Anthophora incerta,Anthophora incerta,valid,NA,762958,0.988,NCBI
Chaetodemoticus chilensis,Chaetodemoticus chilensis,NA,NA,NA,0.988,Index to Organism Names
Euryglostromyia philippii,Euryglostromyia philippii,NA,NA,NA,NA,NA
Euryglostromyia philippii,Eurygastromyia philippii,NA,NA,NA,0.75,Index to Organism Names
Habromyia lipoflava,Habromyia lipoflava,NA,NA,NA,0.988,uBio NameBank
Liphanthus sabulosus,Liphanthus sabulosus,valid,NA,753248,0.988,NCBI
Lithurgomma wagenknechti,Lithurgomma wagenknechti,NA,NA,NA,0.988,Index to Organism Names
Mesonychium gayi,Mesonychium gayi,NA,NA,NA,0.988,Union 4
Pseudolucia chilensis,Pseudolucia chilensis,NA,NA,NA,0.988,NCBI
Ruizantheda mutabilis,Ruizantheda mutabilis,valid,NA,759828,0.988,NCBI
Spathipalpus philippii,Spathipalpus philippii,NA,NA,NA,0.988,uBio NameBank
Tatochila mercedis,Tatochila mercedis,NA,NA,NA,0.988,NCBI
Villa flavicura,Villa flavicura,NA,NA,NA,NA,NA
Villa flavicura,Villa flavicrura,NA,NA,NA,0.75,Catalogue of Life
Xanthocolletes incahuasi,Xanthocolletes incahuasi,NA,NA,NA,NA,NA
Andinus venustus,Andinus venustus,NA,NA,NA,0.988,uBio NameBank
Anthidium adriani,Anthidium adriani,NA,NA,NA,0.988,Index to Organism Names
Caupolicana dimidiata,Caupolicana dimidiata,valid,NA,753959,0.988,NCBI
Colletes aruacariae,Colletes aruacariae,NA,NA,NA,NA,NA
Colletes aruacariae,Colletes araucariae,valid,NA,654687,0.75,Catalogue of Life
Colletes fulvipes,Colletes fulvipes,valid,NA,654810,0.988,EOL
Elaphroptera relicta,Elaphroptera relicta,NA,NA,NA,0.988,Index to Organism Names
Eristalis tenax,Eristalis tenax,valid,NA,140969,0.988,NCBI
Hemicolletes ruizii,Hemicolletes ruizii,NA,NA,NA,0.988,Union 4
Hypsochila wagenknechti,Hypsochila wagenknechti,NA,NA,NA,0.988,NCBI
Isepeolus niveiventris,Isepeolus niveiventris,NA,NA,NA,0.988,uBio NameBank
Phulia nymphula,Phulia nymphula,NA,NA,NA,0.988,NCBI
Prosopochaeta caliginosa,Prosopochaeta caliginosa,NA,NA,NA,0.988,uBio NameBank
Scaptia atra,Scaptia atra,NA,NA,NA,0.988,Index to Organism Names
Svastrides melanura,Svastrides melanura,valid,NA,766410,0.988,NCBI
Tapinotaspis caerulea,Tapinotaspis caerulea,NA,NA,NA,NA,NA
Tapinotaspis caerulea,Tapinotaspis,valid,NA,634342,0.75,Catalogue of Life
Tapinotaspis herbsti,Tapinotaspis herbsti,NA,NA,NA,NA,NA
Tapinotaspis herbsti,Tapinotaspis,valid,NA,634342,0.75,Catalogue of Life
Villa arenarus,Villa arenarus,NA,NA,NA,NA,NA
Villa arenarus,Villa arenarius,NA,NA,NA,0.75,Index to Organism Names
Villa durvillei,Villa durvillei,NA,NA,NA,0.988,Index to Organism Names
Villa gayi,Villa gayi,NA,NA,NA,0.988,uBio NameBank
Villa guttapennis,Villa guttapennis,NA,NA,NA,0.988,uBio NameBank
Scaeva melanostom,Scaeva melanostom,NA,NA,NA,NA,NA
Scaeva melanostom,Scaeva melanostoma,NA,NA,NA,0.75,Catalogue of Life
Yramea modesta,Yramea modesta,NA,NA,NA,0.988,Index to Organism Names
Gayella reedi,Gayella reedi,NA,NA,NA,0.988,uBio NameBank
Centris cana,Centris cana,NA,NA,NA,NA,NA
Centris cana,Centris,valid,NA,634058,0.75,Catalogue of Life
Villa arenari,Villa arenari,NA,NA,NA,NA,NA
Villa arenari,Villa arenaria,NA,NA,NA,0.75,Catalogue of Life
Anthidium espinosai,Anthidium espinosai,valid,NA,755728,0.988,NCBI
Cynthia terpsichore,Cynthia terpsichore,NA,NA,NA,0.988,uBio NameBank
Paramyia nitens,Paramyia nitens,valid,NA,144498,0.988,NCBI
Parasyrphus relictus,Parasyrphus relictus,valid,NA,140210,0.988,NCBI
Bombus vagans,Bombus vagans,valid,NA,714845,0.988,NCBI
Eusphalerum phothos,Eusphalerum phothos,NA,NA,NA,NA,NA
Eusphalerum phothos,Eusphalerum pothos,NA,NA,NA,0.75,NCBI
Bombus terricola,Bombus terricola,valid,NA,714843,0.988,NCBI
Evylaeus quebecensis,Evylaeus quebecensis,NA,NA,NA,0.988,Index to Organism Names
Blera confusa,Blera confusa,valid,NA,141313,0.988,NCBI
Xylota bigelowi,Xylota bigelowi,NA,NA,NA,0.988,EOL
Pidonia ruficolis,Pidonia ruficolis,NA,NA,NA,NA,NA
Pidonia ruficolis,Pidonia ruficollis,valid,NA,703147,0.75,Catalogue of Life
Andrena w-scripta,Andrena w-scripta,valid,NA,654590,0.988,EOL
Dialictus cressoni,Dialictus cressoni,NA,NA,NA,NA,NA
Dialictus cressoni,Dialictus cressonii,NA,NA,NA,0.75,Union 4
Eusphalerum convexum,Eusphalerum convexum,NA,NA,NA,0.988,NCBI
Bombylius major,Bombylius major,valid,NA,134502,0.988,NCBI
Bombus perplexus,Bombus perplexus,valid,NA,714829,0.988,NCBI
Carposcalis confusus,Carposcalis confusus,NA,NA,NA,NA,NA
Carposcalis confusus,Carposcalis confusa,NA,NA,NA,0.75,Index to Organism Names
Hylaeus ellipticus,Hylaeus ellipticus,NA,NA,NA,0.988,NCBI
Sphaerophoria bifurcata,Sphaerophoria bifurcata,valid,NA,140250,0.988,EOL
Anthaxia expansa,Anthaxia expansa,valid,NA,809167,0.988,NCBI
Eclimus harrisi,Eclimus harrisi,NA,NA,NA,NA,NA
Eclimus harrisi,Eclimus,NA,NA,NA,0.75,Catalogue of Life
Tropidia quadrata,Tropidia quadrata,valid,NA,141436,0.988,NCBI
Andrena melanochroa,Andrena melanochroa,valid,NA,654376,0.988,NCBI
Andrena miranda,Andrena miranda,valid,NA,654390,0.988,NCBI
Bombus ternarius,Bombus ternarius,valid,NA,714841,0.988,NCBI
Orthoneura pulchella,Orthoneura pulchella,NA,NA,NA,NA,NA
Orthoneura pulchella,Orthonevra pulchella,valid,NA,141137,0.75,Catalogue of Life
Osmia proxima,Osmia proxima,valid,NA,715606,0.988,NCBI
Phaonia serva,Phaonia serva,valid,NA,150586,0.988,NCBI
Temnostoma balyras,Temnostoma balyras,valid,NA,141367,0.988,NCBI
Tychius stephensi,Tychius stephensi,NA,NA,NA,0.988,NCBI
Xylota hinei,Xylota hinei,valid,NA,141569,0.988,EOL
Agiotes stabilis,Agiotes stabilis,NA,NA,NA,NA,NA
Agiotes stabilis,Agriotes stabilis,NA,NA,NA,0.75,NCBI
Andrena nivalis,Andrena nivalis,valid,NA,654419,0.988,NCBI
Andrena rufosignata,Andrena rufosignata,valid,NA,654496,0.988,NCBI
Celastrina argiolus,Celastrina argiolus,valid,NA,188523,0.988,NCBI
Chalcosyrphus nigra,Chalcosyrphus nigra,NA,NA,NA,NA,NA
Chalcosyrphus nigra,Chalcosyrphus pigra,NA,NA,NA,0.75,uBio NameBank
Cheilosia pallipes,Cheilosia pallipes,valid,NA,140538,0.988,EOL
Cheilosia sialia,Cheilosia sialia,NA,NA,NA,0.988,EOL
Dialictus imitatus,Dialictus imitatus,NA,NA,NA,0.988,Index to Organism Names
Evylaeus divergens,Evylaeus divergens,NA,NA,NA,0.988,Index to Organism Names
Fannia ungulata,Fannia ungulata,valid,NA,151486,0.988,NCBI
Halictus rubicundus,Halictus rubicundus,valid,NA,757831,0.988,NCBI
Mallota posticata,Mallota posticata,valid,NA,140869,0.988,NCBI
Melagyna lasiophthalma,Melagyna lasiophthalma,NA,NA,NA,NA,NA
Melagyna lasiophthalma,Melangyna lasiophthalma,valid,NA,140115,0.75,Catalogue of Life
Sarcophaga nearctica,Sarcophaga nearctica,invalid,junior synonym,152059,0.988,NCBI
Sarcophaga nearctica,Robineauella nearctica,valid,NA,152058,0.988,uBio NameBank
Temnostoma barberi,Temnostoma barberi,valid,NA,141369,0.988,NCBI
Zeraea americana,Zeraea americana,NA,NA,NA,NA,NA
Zeraea americana,Zaraea americana,NA,NA,NA,0.75,EOL
Acmaeopsoides rufula,Acmaeopsoides rufula,valid,NA,702411,0.988,Freebase
Andrena sigmundi,Andrena sigmundi,valid,NA,654513,0.988,NCBI
Andrena thaspii,Andrena thaspii,valid,NA,654546,0.988,NCBI
Andrena wheeleri,Andrena wheeleri,valid,NA,654587,0.988,NCBI
Andrena wilkella,Andrena wilkella,valid,NA,154363,0.988,NCBI
Blera badia,Blera badia,valid,NA,141309,0.988,NCBI
Blera nigripes,Blera nigripes,valid,NA,141326,0.988,EOL
Bombylius pigmaeus,Bombylius pigmaeus,NA,NA,NA,NA,NA
Bombylius pigmaeus,Bombylius pygmaeus,valid,NA,134546,0.75,Catalogue of Life
Carposcalis obscura,Carposcalis obscura,NA,NA,NA,NA,NA
Carposcalis obscura,Carposcalis obscurus,NA,NA,NA,0.75,Index to Organism Names
Cateres pennatus,Cateres pennatus,NA,NA,NA,NA,NA
Chalcosyrphus curvarius,Chalcosyrphus curvarius,NA,NA,NA,0.988,EOL
Chalcosyrphus inarmatus,Chalcosyrphus inarmatus,valid,NA,141473,0.988,NCBI
Chalcosyrphus memorum,Chalcosyrphus memorum,NA,NA,NA,NA,NA
Chalcosyrphus memorum,Chalcosyrphus nemorum,NA,NA,NA,0.75,Catalogue of Life
Cheilosia slossonae,Cheilosia slossonae,NA,NA,NA,NA,NA
Cheilosia slossonae,Chilosia slossoni,invalid,junior synonym,140552,0.75,Catalogue of Life
Cheilosia slossonae,Cheilosia prima,valid,NA,140548,NA,NA
Cheilosia tristis,Cheilosia tristis,NA,NA,NA,0.988,EOL
Eremomyioides setosa,Eremomyioides setosa,NA,NA,NA,NA,NA
Eremomyioides setosa,Eremomyioides setosus,NA,NA,NA,0.75,Catalogue of Life
Eudasyphora cyanicolor,Eudasyphora cyanicolor,NA,NA,NA,0.988,NCBI
Eupyses vestris,Eupyses vestris,NA,NA,NA,NA,NA
Evodinus monticola,Evodinus monticola,valid,NA,702768,0.988,NCBI
Halictus confusus,Halictus confusus,valid,NA,757711,0.988,EOL
Hoplitis producta,Hoplitis producta,valid,NA,715482,0.988,NCBI
Hylaeus basalis,Hylaeus basalis,valid,NA,655709,0.988,NCBI
Hylaeus stevensi,Hylaeus stevensi,NA,NA,NA,0.988,Union 4
Judolia montivagans,Judolia montivagans,valid,NA,702828,0.988,NCBI
Lygus refidorsus,Lygus refidorsus,NA,NA,NA,NA,NA
Lygus refidorsus,Lygus rufidorsus,valid,NA,105008,0.75,Catalogue of Life
Nomada cuneata,Nomada cuneata,valid,NA,694523,0.988,NCBI
Nomada sayi,Nomada sayi,valid,NA,694699,0.988,NCBI
Orsodacne atra,Orsodacne atra,valid,NA,719869,0.988,NCBI
Osmia lignaria,Osmia lignaria,valid,NA,715574,0.988,NCBI
Osmia pumila,Osmia pumila,valid,NA,715609,0.988,EOL
Pegohylemyia fugax,Pegohylemyia fugax,NA,NA,NA,0.988,EOL
Phalaenophana pyramusalis,Phalaenophana pyramusalis,valid,NA,939833,0.988,NCBI
Pieris napi,Pieris napi,valid,NA,188538,0.988,NCBI
Poanes hobomok,Poanes hobomok,valid,NA,706637,0.988,NCBI
Pyrophaena rosarum,Pyrophaena rosarum,invalid,junior synonym,139823,0.988,EOL
Pyrophaena rosarum,Platycheirus rosarum,valid,NA,139822,0.988,NCBI
Sphaerophoria longipilosa,Sphaerophoria longipilosa,valid,NA,140259,0.988,NCBI
Syritta pipiens,Syritta pipiens,valid,NA,141419,0.988,NCBI
Syritta rectus,Syritta rectus,NA,NA,NA,NA,NA
Syritta rectus,Syritta,valid,NA,141417,0.75,Catalogue of Life
Temnostoma alternans,Temnostoma alternans,valid,NA,141366,0.988,NCBI
Thamnotettix confinis,Thamnotettix confinis,NA,NA,NA,0.988,NCBI
Trachysida aspera,Trachysida aspera,valid,NA,703349,0.988,NCBI
Vespula arenaria,Vespula arenaria,NA,NA,NA,0.988,Index to Organism Names
Bombus edwardsi,Bombus edwardsi,NA,NA,NA,0.988,Index to Organism Names
Bombus occidentalis,Bombus occidentalis,valid,NA,714827,0.988,NCBI
Bombus hunti,Bombus hunti,NA,NA,NA,NA,NA
Bombus hunti,Bombus huntii,valid,NA,714810,0.75,Catalogue of Life
Bombus juxtus,Bombus juxtus,NA,NA,NA,0.988,Index to Organism Names
Apis mellifera,Apis mellifera,valid,NA,154396,0.988,NCBI
Bombus bifarius,Bombus bifarius,valid,NA,714787,0.988,NCBI
Halictus pulzenus,Halictus pulzenus,NA,NA,NA,NA,NA
Halictus pulzenus,Halictus,valid,NA,154356,0.75,Catalogue of Life
Bombus flavifrons,Bombus flavifrons,valid,NA,714803,0.988,NCBI
Bombus appositus,Bombus appositus,valid,NA,714783,0.988,NCBI
Clisodon terminalis,Clisodon terminalis,NA,NA,NA,0.988,Union 4
Andrena madronitens,Andrena madronitens,NA,NA,NA,NA,NA
Andrena madronitens,Andrena medionitens,valid,NA,654375,0.75,Catalogue of Life
Monumetha albifrons,Monumetha albifrons,NA,NA,NA,NA,NA
Monumetha albifrons,Monumetha,NA,NA,NA,0.75,The Interim Register of Marine and Nonmarine Genera
Prosopis elliptica,Prosopis elliptica,NA,NA,NA,0.988,Union 4
Bombus morrisoni,Bombus morrisoni,valid,NA,714823,0.988,NCBI
Bombus rufocinctus,Bombus rufocinctus,valid,NA,714833,0.988,NCBI
Megachile wootoni,Megachile wootoni,NA,NA,NA,0.988,Index to Organism Names
Anthophora simillima,Anthophora simillima,NA,NA,NA,0.988,uBio NameBank
Prosopis varifrons,Prosopis varifrons,NA,NA,NA,0.988,Index to Organism Names
Pseudomasaris vespoides,Pseudomasaris vespoides,NA,NA,NA,0.988,NCBI
Andrena vicina,Andrena vicina,valid,NA,654573,0.988,NCBI
Colletes oromontis,Colletes oromontis,NA,NA,NA,0.988,Index to Organism Names
Halictus chloralictus,Halictus chloralictus,NA,NA,NA,NA,NA
Halictus chloralictus,Halictus,valid,NA,154356,0.75,Catalogue of Life
Andrena crataegi,Andrena crataegi,valid,NA,654243,0.988,NCBI
Osmia densa,Osmia densa,valid,NA,715541,0.988,NCBI
Syrphus americanus,Syrphus americanus,invalid,junior synonym,140034,0.988,uBio NameBank
Syrphus americanus,Eupeodes americanus,valid,NA,140029,0.988,NCBI
Bombus kirbyellus,Bombus kirbyellus,NA,NA,NA,0.988,Index to Organism Names
Thanaos martialis,Thanaos martialis,NA,NA,NA,0.988,Index to Organism Names
Osmia bruneri,Osmia bruneri,valid,NA,715516,0.988,NCBI
Prosopis basalis,Prosopis basalis,NA,NA,NA,0.988,Index to Organism Names
Sphecodes sophiae,Sphecodes sophiae,valid,NA,760120,0.988,EOL
Vespa germanica,Vespa germanica,NA,NA,NA,0.988,Index to Organism Names
Bombus fervidus,Bombus fervidus,valid,NA,714802,0.988,NCBI
Osmia melanotricha,Osmia melanotricha,NA,NA,NA,0.988,Union 4
Parnassius smintheus,Parnassius smintheus,valid,NA,777689,0.988,NCBI
